StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Do you live in Mills County?,How long have you lived in  Mills County?,Where is your primary residence in Mills County?,What is the main reason you do not live in Mills County? Select all that apply. - Selected Choice,What is the main reason you do not live in Mills County? Select all that apply. - Other - Text,What would help you decide to move to Mills County if you do not currently live here? Select all that apply.,Are you interested in another type of home in Mills County? Select all that apply.,What price range of house would you be looking for if you wanted to purchase a home in Mills County?,Do you work in Mills County?,Which of the following best describes your living arrangement? - Selected Choice,Which of the following best describes your living arrangement? - Other - Text,What type of structure do you live in? - Selected Choice,What type of structure do you live in? - Other - Text,How much do you spend monthly in housing (mortgage or rent plus utilities)?,How would you rate the condition of your dwelling in Mills County?,Would you participate in an incentive program to help homeowners and landlords make exterior improvements to their home?,Would you support a rental property registration and inspection program?,"In your experience, what is the main barrier to home ownership in Mills County? - Selected Choice","In your experience, what is the main barrier to home ownership in Mills County? - Other - Text",Would you or a family member be interested in living in the following housing options in the future if built in  Mills County? Check all that apply.,"In considering purchasing a home, what features are most important to you: - Connection to city water","In considering purchasing a home, what features are most important to you: - Connection to public sewer system (not septic tank)","In considering purchasing a home, what features are most important to you: - A large lot","In considering purchasing a home, what features are most important to you: - A basement","In considering purchasing a home, what features are most important to you: - Location outside of town","In considering purchasing a home, what features are most important to you: - School district","In considering purchasing a home, what features are most important to you: - Cell phone service","In considering purchasing a home, what features are most important to you: - Low maintenance yard","In considering purchasing a home, what features are most important to you: - Fast internet service (broadband)","In considering purchasing a home, what features are most important to you: - Other","In considering purchasing a home, what features are most important to you: - Other - Text","What community amenities (for example: parks, restaurants, library) are important to you in choosing a location to live?",Would you be interested in learning more about an investor group for housing projects in Mills County?,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Building more rental housing units,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Create a program of assistance and incentives to improve existing housing,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Improve infrastructure and amenities for current residents,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Build more new single family housing units,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Increase employment opportunities and access to better paying jobs,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Other,What should be the top priorities for improving housing in Mills County? (Rank in order of importance with 1 being the most important. Click on the statement and drag the statement into the order of importance.) - Other - Text,What are the SPECIFIC ACTIONS that we as a community should take to improve access to quality and affordable housing in Mills County ?,What is your sex or gender?,What is your age?,"How many adults (18 +) live in the household, including yourself?",How many children (0-17) live in the household?,What race or ethnicity do you consider yourself to be?,What income bracket does your household fall under? (Include the income of all who contribute toward the expenses of the household.)
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2""}","{""ImportId"":""QID4""}","{""ImportId"":""QID39""}","{""ImportId"":""QID28""}","{""ImportId"":""QID28_5_TEXT""}","{""ImportId"":""QID29""}","{""ImportId"":""QID5""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID11""}","{""ImportId"":""QID11_3_TEXT""}","{""ImportId"":""QID12""}","{""ImportId"":""QID12_5_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID17_5_TEXT""}","{""ImportId"":""QID30""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID35_4""}","{""ImportId"":""QID35_5""}","{""ImportId"":""QID35_6""}","{""ImportId"":""QID35_7""}","{""ImportId"":""QID35_8""}","{""ImportId"":""QID35_9""}","{""ImportId"":""QID35_10""}","{""ImportId"":""QID35_10_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_1""}","{""ImportId"":""QID19_2""}","{""ImportId"":""QID19_3""}","{""ImportId"":""QID19_4""}","{""ImportId"":""QID19_5""}","{""ImportId"":""QID19_6""}","{""ImportId"":""QID19_5_TEXT""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}"
2021-04-30 12:40:41,2021-04-30 12:41:57,IP Address,129.186.251.128,100,75,True,2021-04-30 12:41:57,R_2bJnQRlkVtl4IDb,,,,,42.0514068603515625,-93.69080352783203125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30 20:09:16,2021-04-30 20:11:41,IP Address,173.22.90.124,100,144,True,2021-04-30 20:11:42,R_1jddxC2hPcJ3NHl,,,,,41.6244049072265625,-93.669403076171875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,5,6,,,,,,,,
2021-05-10 14:41:59,2021-05-10 14:49:57,IP Address,63.230.40.97,100,477,True,2021-05-10 14:49:57,R_w7VCStvMT1B442l,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,Yes,1-5 years,Glenwood,,,,,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Very important,Very important,Very important,Very important,Important,Not at all important,Important,,,"Restaurants, grocery, family friendly activities",Yes,4,3,2,1,5,6,,,Female,26 - 40,2,2,White or Caucasian,"$200,000 or more"
2021-05-11 14:54:27,2021-05-11 14:55:21,IP Address,63.230.40.97,100,54,True,2021-05-11 14:55:22,R_yrUWnimRTn9PWxP,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12 12:12:16,2021-05-12 12:54:20,IP Address,129.186.251.128,17,2523,False,2021-05-19 12:54:23,R_1JVf3u50DRTn33l,,,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20 08:57:11,2021-05-20 09:00:18,IP Address,104.222.93.12,100,186,True,2021-05-20 09:00:18,R_22rI8rte85MUFLd,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,No,,,Difficult to find a home to purchase here that suits my family’s needs,,"Better community amenities (parks, community center, library, restaurants)",,"$250,000-$325,000",,,,,,,,,,Not enough affordable housing,,Single family home,Important,Important,Slightly important,Important,Slightly important,Very important,Very important,Very important,Very important,,,"Not enough restaurants in Glenwood.  ",No,4,2,3,5,1,6,,Need more developers that have access to land,Male,26 - 40,3,1,White or Caucasian,"$100,000-$149,999"
2021-05-20 09:06:48,2021-05-20 09:12:33,IP Address,173.26.193.160,100,344,True,2021-05-20 09:12:33,R_Djy9ag3hsCarlzr,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,Less than $300,Good,Yes,No,Not enough affordable housing,,"Townhome,Condo,Single family home",Extremely important,Slightly important,Important,Extremely important,Extremely important,Extremely important,Extremely important,Important,Extremely important,,,Parks/Trails/Rural water/Broadband,Yes,,,,,,,,"improving infrastructure throughout Mills County. ",Male,41-55,3,4,White or Caucasian,"$100,000-$149,999"
2021-05-20 09:08:56,2021-05-20 09:13:31,IP Address,67.3.189.145,100,275,True,2021-05-20 09:13:32,R_3e1e2EMYGa5bZ5f,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",Yes,Rent,,Duplex/Fourplex,,"$900-$1,199",Excellent,Yes,Yes,Not enough affordable housing,,Condo,Extremely important,Very important,Important,Important,Important,Extremely important,Extremely important,Very important,Extremely important,Not at all important,,"Parks, pool, good restaurants",Yes,4,5,1,3,2,6,,,Female,56-70,2,0,White or Caucasian,"$60,000-$79,999"
2021-05-20 10:05:00,2021-05-20 10:22:50,IP Address,208.95.206.162,100,1070,True,2021-05-20 10:22:51,R_2ZUepfOwXMTSSPh,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,"Townhome,Single family home",Extremely important,Very important,Not at all important,Extremely important,Not at all important,Extremely important,Extremely important,Very important,Extremely important,,,"Golf, bike and walking trails, parks, school quality, employment opportunities",Yes,2,5,4,3,1,6,,"Find ways to incentivize and help local developers and builders , develop affordable housing for more people.",Male,56-70,2,0,White or Caucasian,"$200,000 or more"
2021-05-20 10:14:58,2021-05-20 10:24:59,IP Address,173.215.87.48,100,601,True,2021-05-20 10:25:00,R_3J97Nx1cEcPx4PJ,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,No,,,"I own a home elsewhere,My spouse works in another community",,Shorter commute,,"$175,000-$250,000",,,,,,,,,,Other,"Not enough affordable housing but not enough quality homes and the inventory levels are low. ",Single family home,Slightly important,Slightly important,Important,Very important,Very important,Very important,Very important,Slightly important,Extremely important,,,"Restaurants and shopping for day-to-day necessities. Not having to drive to Council Bluffs to visit a Wal-Mart or Hy-Vee. ",No,2,5,4,1,3,6,,"Help smaller communities in Mills County understand how to rid their township of run down properties so affordable housing can replace these depleted lots. People in small towns tend to have a lesser budget to work with so affordable housing would be more in line with their needs as opposed to building homes that are $300-$500K+ ",Male,56-70,3,0,White or Caucasian,"$100,000-$149,999"
2021-05-20 10:26:05,2021-05-20 10:31:08,IP Address,174.77.78.233,100,303,True,2021-05-20 10:31:08,R_12i1dKF7KdZXp8U,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,1-5 years,Glenwood,,,,Not interested in a different home,"$325,000-$400,000",No,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Other,"I can’t provide a knowledgeable answer to this ",Single family home,Slightly important,Slightly important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,"Neighborhood playgrounds for kids ","Recreational activities ",Yes,1,2,3,4,5,6,"I do not have enough knowledge to answer this question ",,Female,41-55,4,1,Hispanic or Latino,"$200,000 or more"
2021-05-20 10:36:32,2021-05-20 10:42:24,IP Address,166.181.82.14,100,352,True,2021-05-20 10:42:24,R_28HCYs9oZIAHtwF,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,6-10 years,Glenwood,,,,"Would be interested in down-sizing,Would be interested in renting,Would be interested in an existing single-family home","$100,000-$175,000",No,Own,,Single family home,,"$1,500-1,999",Fair,Yes,Yes,Not enough affordable housing,,"Apartment,Single family home",Not at all important,Not at all important,Important,Very important,Very important,Very important,Extremely important,Important,Extremely important,,,"Parks, restaurants, grocery shopping ",No,1,2,5,3,4,6,,,Female,41-55,2,3,White or Caucasian,"$40,000-$59,999"
2021-05-20 10:29:06,2021-05-20 10:42:43,IP Address,50.82.163.203,100,816,True,2021-05-20 10:42:43,R_XtwMpEjj6uFeAmJ,,,,,41.0072021484375,-95.22609710693359375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Would be interested in down-sizing,"$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo",Important,Important,Not at all important,Slightly important,Not at all important,Not at all important,Very important,Important,Very important,,1 level,Well kept neighborhood properties,,3,2,5,1,4,6,"We are and always will be a bedroom to Omaha metro. Promote it as such ","High speed internet, promote bedroom community, working from home., increase road lighting at town entrance. Establish coop investment groups promote small businesses.",Male,71+,1,0,White or Caucasian,"$200,000 or more"
2021-05-20 10:38:18,2021-05-20 10:47:49,IP Address,174.198.92.7,100,571,True,2021-05-20 10:47:49,R_21jEfgLVyGM4JYx,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"Over $400,000",Retired,Own,,Single family home,,"$2,000 or more",Excellent,No,No,Other,,,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Important,Important,,Country atmosphere free from industrialization.,The leadership of Mills County and Iowa Economic Development want to industrialize the county. Most people have moved to the acreages throughout the county to escape the city and its industry in favor of peace and quiet. Putting industry in our serene countryside would be a big mistake.,No,4,2,1,3,5,6,,,Female,56-70,3,0,White or Caucasian,"$200,000 or more"
2021-05-20 10:43:11,2021-05-20 10:48:30,IP Address,173.215.113.141,100,318,True,2021-05-20 10:48:30,R_2s1GGJjOwEsEfNh,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,1-5 years,Glenwood,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home","$325,000-$400,000",No,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough affordable housing,,Single family home,Very important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Important,Slightly important,,,,No,5,2,1,3,4,6,,Do not compete with the housing market as big city like omaha. They are not the same in reality,Female,26 - 40,2,2,Don’t wish to answer,"$80,000-$99,999"
2021-05-20 10:43:20,2021-05-20 10:48:43,IP Address,104.222.93.58,100,323,True,2021-05-20 10:48:44,R_3NE5nlL3Tu79BLB,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Not at all important,Extremely important,,,NA,Yes,1,3,2,5,4,6,,"Get control of land so ALL builders can build within a sub-development.  ",Male,41-55,3,0,White or Caucasian,"$150,000-$199,999"
2021-05-20 10:44:56,2021-05-20 10:52:10,IP Address,97.119.217.154,100,433,True,2021-05-20 10:52:11,R_2tJqLF7Tb0YsYol,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",No,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Very important,Very important,Important,Not at all important,Important,Not at all important,Extremely important,Extremely important,Fair Tax Assessment,"Fair Tax Assessment, Grocery Store, Restaurants, Outdoor Spaces (County Lakes, Parks), Hardware Store",Yes,4,3,2,5,6,1,Fair Tax Assessment,"Stop allowing Jim Hughes to set the market on the crap houses his son builds. 

Fairly assess ALL properties per the law and with competence.

Make the Hughes's either charge less or improve their crappy rental properties.",Male,41-55,2,0,White or Caucasian,"$200,000 or more"
2021-05-20 10:52:29,2021-05-20 10:56:31,IP Address,166.181.83.74,100,241,True,2021-05-20 10:56:31,R_31azYbZRH9Y5qOA,,,,,43.0381927490234375,-87.910003662109375,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Would be interested in down-sizing,"Over $400,000",No,Own,,Single family home,,"$2,000 or more",Excellent,Yes,No,Not enough affordable housing,,Condo,Not at all important,Not at all important,Not at all important,Slightly important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,,,We have enough things that suck up property taxes dollars!,Yes,4,5,3,2,1,6,,PLEASE DO NOT let the entire Hughes family dictate the future of Mills County. They don’t represent all of us!!!!,Female,41-55,2,2,White or Caucasian,"$150,000-$199,999"
2021-05-20 10:52:13,2021-05-20 10:56:46,IP Address,173.26.195.93,100,273,True,2021-05-20 10:56:46,R_2pXMol1Z2olSv8P,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Not enough affordable housing,,Townhome,Slightly important,Slightly important,Not at all important,Important,Slightly important,Not at all important,Important,Not at all important,Important,,,,No,4,5,2,3,1,6,,,Female,56-70,2,0,White or Caucasian,"$200,000 or more"
2021-05-20 10:52:45,2021-05-20 10:59:52,IP Address,69.80.127.2,100,426,True,2021-05-20 10:59:52,R_21aBQ4c0vr2CRK0,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,$300-$499,Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Extremely important,Not at all important,Extremely important,Important,Extremely important,Not at all important,Extremely important,,,,No,5,3,1,4,2,6,,,Male,41-55,2,0,White or Caucasian,"$80,000-$99,999"
2021-05-20 10:54:54,2021-05-20 11:01:54,IP Address,166.181.83.191,100,419,True,2021-05-20 11:01:55,R_27m8Qj9XMH9tM3D,,,,,43.0381927490234375,-87.910003662109375,anonymous,EN,Yes,More than 10 years,Glenwood,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Slightly important,Important,Important,Very important,Important,Very important,Not at all important,Very important,,,,No,5,1,4,2,3,6,,,Male,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-05-20 10:53:45,2021-05-20 11:02:04,IP Address,216.145.152.2,100,498,True,2021-05-20 11:02:04,R_2BhtYOOFhP1Zmek,,,,,40.89959716796875,-95.674896240234375,anonymous,EN,Yes,1-5 years,Tabor,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Slightly important,Slightly important,Important,Slightly important,Important,Very important,Not at all important,Important,,,"Restaurants, convenience stores, parks, shopping",No,5,3,2,4,1,6,,"Encourage building of affordable housing. $250,000 and up homes are not affordable if there are not jobs with compatible income in the area. ",Female,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-05-20 10:56:20,2021-05-20 11:02:07,IP Address,104.132.191.111,100,346,True,2021-05-20 11:02:07,R_3prMZmypATbI1Mv,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,1-5 years,Unincorporated Mills County,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home","$250,000-$325,000",No,Own,,Single family home,,$300-$499,Excellent,Yes,No,Employment opportunities,,Single family home,Not at all important,Not at all important,Not at all important,Important,Very important,Important,Important,Important,Very important,,,Competent Government Leaders,Yes,4,5,1,3,2,6,Hire a new Assessor,Elect new county Board of Supervisors and dismantle the good old boy network.,Male,,,2,Don’t wish to answer,
2021-05-20 11:03:32,2021-05-20 11:09:08,IP Address,207.32.36.97,100,335,True,2021-05-20 11:09:08,R_2q7vhA9RenY52Xc,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Slightly important,Important,Very important,Extremely important,Slightly important,Extremely important,,,"I think Glenwood has it all. ",No,4,2,3,1,5,6,,,Male,41-55,2,3,White or Caucasian,"$150,000-$199,999"
2021-05-20 11:08:30,2021-05-20 11:16:46,IP Address,97.119.157.245,100,495,True,2021-05-20 11:16:46,R_1Qa81Fvz7iBXysc,,,,,41.264801025390625,-96.00009918212890625,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,$700-$899,Good,No,Yes,Not enough affordable housing,,"Condo,Independent Living Complex,Assisted Living Complex",Slightly important,Important,Very important,Very important,Important,Slightly important,Very important,Slightly important,Extremely important,,,Shopping ie: groceries miscellaneous items,Yes,3,2,4,5,1,6,,"More industries to support Glenwood   ",Female,56-70,,0,White or Caucasian,"$60,000-$79,999"
2021-05-20 11:17:05,2021-05-20 11:22:36,IP Address,97.119.188.206,100,331,True,2021-05-20 11:22:36,R_3G31oJ4BGgWKRbd,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,More than 10 years,Malvern,,,,Not interested in a different home,"$250,000-$325,000",Retired,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,,Very important,Very important,Important,Very important,Slightly important,Important,Important,Slightly important,Very important,,,,No,5,4,2,3,1,6,,,Female,56-70,2,0,White or Caucasian,"$100,000-$149,999"
2021-05-20 11:19:24,2021-05-20 11:24:41,IP Address,67.3.165.105,100,317,True,2021-05-20 11:24:42,R_2R20mxJgVJq8MgQ,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,More than 10 years,Glenwood,,,,Not interested in a different home,"$325,000-$400,000",No,Own,,Single family home,,"$2,000 or more",Good,Yes,Yes,Employment opportunities,,Single family home,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Not at all important,Very important,Important,,"Library, park, trails",No,5,3,1,4,2,6,"Improve the schools to attract high income earners who value education for their kids. ",,Female,41-55,2,3,White or Caucasian,"$200,000 or more"
2021-05-20 11:14:47,2021-05-20 11:26:56,IP Address,206.214.229.83,100,729,True,2021-05-20 11:26:57,R_Zwv8zzSjIiryIbT,,,,,42.6844940185546875,-85.97640228271484375,anonymous,EN,Yes,More than 10 years,Malvern,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,No,Yes,Not enough affordable housing,,"Single family home,Independent Living Complex,Assisted Living Complex",Slightly important,Slightly important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Extremely important,"Rural road maintenance ","Schools, roads, Parks, trails, restaurants,  brewery,  fitness center, grocery stores,  shops for basic necessities and boutiques for gifts/decor",No,5,2,4,1,6,3,Ample and affordable day care options,"Transparency
Shop local to support businesses incentive to increase tax base
Be involved, locally!

",Female,56-70,2,0,White or Caucasian,"$150,000-$199,999"
2021-05-20 11:20:11,2021-05-20 11:27:10,IP Address,69.63.23.66,100,419,True,2021-05-20 11:27:10,R_1DUsqYGjWAZKfcX,,,,,41.0457000732421875,-95.7353973388671875,anonymous,EN,Yes,More than 10 years,Unincorporated Mills County,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,"$2,000 or more",Good,Yes,No,Other,Not enough residential developments outside of the incorporated towns,"Townhome,Single family home",Very important,Important,Extremely important,Important,Extremely important,Not at all important,Extremely important,Slightly important,Extremely important,,Lower taxes,Recreational activities,Yes,4,5,3,1,2,6,,"Infrastructure ",Male,56-70,2,0,Asian or Pacific Islander,"$200,000 or more"
